PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Assess.,Prev. Apprais,,
339,48 SHOESTRAP RD,402/  45/  /  / ,402,45,,  3804/0607,293300.00,293300.00,0.95,1010,SINGLE FAM MDL01,RD,1,2016,153000.00,140300.00,293300.00,289000.00,2011-07-07,250000.00,2007-03-02,259700.00,259700.00,,
340,38 SHOESTRAP RD,402/  46/  /  / ,402,46,,  2328/0597,588200.00,588200.00,7.4,1010,SINGLE FAM MDL01,RD,1,2016,389200.00,199000.00,588200.00,310000.00,1998-07-14,180000.00,1989-07-07,483200.00,483200.00,,
341,30 SHOESTRAP RD,402/  47/  /  / ,402,47,,  4497/ 852,309300.00,309300.00,0.34,1090,MULTI HSES,RD,2,2016,185500.00,123800.00,309300.00,280000.00,2020-01-30,,,229800.00,229800.00,,
343,28 SHOESTRAP RD,402/  48/  /  / ,402,48,,  4060/0082,435600.00,435600.00,7,1010,SINGLE FAM MDL01,,1,2016,238400.00,197200.00,435600.00,385000.00,2014-06-04,287000.00,2003-01-22,379700.00,379700.00,,
344,16 SHOESTRAP RD,402/  49/  /  / ,402,49,,002772/0322,375000.00,770000.00,93,1010,SINGLE FAM MDL01,RD,1,2016,265500.00,504500.00,770000.00,0.00,2002-11-18,,,279100.00,630800.00,,
345,2 SHOESTRAP RD,402/  50/  /  / ,402,50,,  4120/0788,441600.00,441600.00,3.78,1010,SINGLE FAM MDL01,RD,1,2016,288300.00,153300.00,441600.00,274000.00,2015-04-13,13000.00,1959-07-06,367700.00,367700.00,,
346,155 DARTMOUTH COLLEGE HY,402/  51/  /  / ,402,51,,  3150/0794,416100.00,416100.00,0.87,904C,PRI SCHOOL  MDL-94,RD,1,2016,256900.00,159200.00,416100.00,100000.00,2005-06-10,30000.00,2002-08-30,314900.00,314900.00,,
347,163 DARTMOUTH COLLEGE HY,402/  52/  /  / ,402,52,,  3519/0397,27400.00,302300.00,31,1060,AC LND IMP,RD,1,2016,8800.00,293500.00,302300.00,300000.00,2008-05-20,,,24200.00,250100.00,,
348,173 DARTMOUTH COLLEGE HY,402/  53/  /  / ,402,53,,  3545/0975,436800.00,436800.00,3.18,1010,SINGLE FAM MDL01,RD,1,2016,287400.00,149400.00,436800.00,0.00,2008-08-29,251000.00,2003-10-30,417300.00,417300.00,,
349,183 DARTMOUTH COLLEGE HY,402/  54/  /  / ,402,54,,  1946/0430,102600.00,102600.00,37.3,9200,NON PROFIT  MDL-00,RD,1,2016,0.00,102600.00,102600.00,4000.00,1991-12-31,,,93300.00,93300.00,,
350,199 DARTMOUTH COLLEGE HY,402/  55/  /  / ,402,55,,  3767/0941,52200.00,52200.00,15.8,9200,NON PROFIT  MDL-00,RD,1,2016,0.00,52200.00,52200.00,0.00,2011-01-10,35000.00,1999-12-03,45700.00,45700.00,,
351,211 DARTMOUTH COLLEGE HY,402/  56/  /  / ,402,56,, 00302/0580,433600.00,433600.00,3.1,1010,SINGLE FAM MDL01,RD,1,2016,284700.00,148900.00,433600.00,510000.00,2006-07-10,220000.00,1996-04-17,391100.00,391100.00,,
355,215 DARTMOUTH COLLEGE HY,402/  57/  /  / ,402,57,,  2440/0567,330300.00,330300.00,122.4,9200,NON PROFIT  MDL-00,RD,1,2016,0.00,330300.00,330300.00,0.00,1999-07-30,6476.00,1992-08-11,279100.00,279100.00,,
357,223 DARTMOUTH COLLEGE HY,402/  59/  /  / ,402,59,,  2072/0389,159000.00,159000.00,3.3,9200,NON PROFIT  MDL-00,RD,1,2016,0.00,159000.00,159000.00,0.00,1993-12-31,,,124500.00,124500.00,,
358,229 DARTMOUTH COLLEGE HY,402/  60/  /  / ,402,60,,  3894/0592,9300.00,9300.00,0.38,9200,NON PROFIT  MDL-00,RD,1,2016,0.00,9300.00,9300.00,0.00,2012-06-27,,,8400.00,8400.00,,
359,233 DARTMOUTH COLLEGE HY,402/  61/  /  / ,402,61,,  1513/0393,227500.00,227500.00,1.1,1010,SINGLE FAM MDL01,RD,1,2016,92400.00,135100.00,227500.00,0.00,1984-06-25,4500.00,1946-04-20,169100.00,169100.00,,
360,241 DARTMOUTH COLLEGE HY,402/  62/  /  / ,402,62,,  4202/0773,229900.00,229900.00,0.62,1010,SINGLE FAM MDL01,RD,1,2016,128100.00,101800.00,229900.00,0.00,2016-05-03,,,177900.00,177900.00,,
361,259 DARTMOUTH COLLEGE HY,402/  63/  /  / ,402,63,,  2292/0821,501200.00,712000.00,40,1010,SINGLE FAM MDL01,RD,1,2016,344600.00,367400.00,712000.00,4000.00,1998-01-14,218000.00,1987-08-10,435400.00,626700.00,,
363,5 SLOAN LN,402/  65/  /  / ,402,65,,  4298/0564,540600.00,540600.00,0.66,1010,SINGLE FAM MDL01,RD,1,2016,412500.00,128100.00,540600.00,497266.00,2017-07-18,214000.00,2009-03-03,423100.00,423100.00,,
364,7 SLOAN LN,402/  66/  /  / ,402,66,,  1149/0325,212700.00,212700.00,0.33,1010,SINGLE FAM MDL01,RD,1,2016,114400.00,98300.00,212700.00,0.00,,,,156200.00,156200.00,,
365,19 SLOAN LN,402/  67/  /  / ,402,67,,  2294/0557,802300.00,1047800.00,48.48,1090,MULTI HSES,RD,2,2016,544900.00,502900.00,1047800.00,0.00,1998-01-16,225000.00,1981-06-05,743000.00,964900.00,,
368,8 SLOAN LN,402/  70/  /  / ,402,70,,  3529/0108,354600.00,354600.00,0.51,1010,SINGLE FAM MDL01,RD,1,2016,242900.00,111700.00,354600.00,357666.00,2008-06-18,340000.00,2002-05-15,340500.00,340500.00,,
369,264 RIVER RD,402/  71/  /  / ,402,71,,  2238/0380,718000.00,923000.00,45.73,1010,SINGLE FAM MDL01,RD,1,2016,477100.00,445900.00,923000.00,90000.00,1997-02-04,,,695400.00,868700.00,,
370,240 RIVER RD,402/  72/  /  / ,402,72,,  2364/0244,312000.00,312000.00,58,9200,NON PROFIT  MDL-00,RD,1,2016,0.00,312000.00,312000.00,175000.00,1998-09-23,4000.00,1996-11-11,255600.00,255600.00,,
371,234 RIVER RD,402/  73/  /  / ,402,73,,  4375/0574,509100.00,509100.00,2.18,1010,SINGLE FAM MDL01,RD,1,2016,342300.00,166800.00,509100.00,515000.00,2018-07-19,480000.00,2015-12-07,477500.00,477500.00,,
372,228 RIVER RD,402/  74/  1000/  / ,402,74,1000,  4290/0633,428600.00,428600.00,9.8,1010,SINGLE FAM MDL01,RD,1,2016,219900.00,208700.00,428600.00,0.00,2017-06-15,407000.00,2009-10-15,409300.00,409300.00,,
375,202 RIVER RD,402/  77/  /  / ,402,77,,  4508/ 207,260800.00,260800.00,7.06,1300,RES ACLNDV,RD,1,2016,0.00,260800.00,260800.00,349000.00,2020-03-27,100000.00,2006-08-10,156600.00,156600.00,,
376,192 RIVER RD,402/  78/  /  / ,402,78,,  2998/0599,551200.00,714100.00,50.5,1010,SINGLE FAM MDL01,RD,1,2016,387900.00,326200.00,714100.00,0.00,2004-05-06,,,474600.00,622600.00,,
377,64 SHOESTRAP RD,402/  79/  /  / ,402,79,,  1041/0090,183700.00,497500.00,115,1010,SINGLE FAM MDL01,RD,1,2016,34900.00,462600.00,497500.00,0.00,,,,144500.00,429100.00,,
378,136 RIVER RD,402/  80/  /  / ,402,80,,  3632/0618,403700.00,403700.00,0.63,1010,SINGLE FAM MDL01,RD,1,2016,275300.00,128400.00,403700.00,105000.00,2009-07-27,111533.00,2005-10-07,388700.00,388700.00,,
379,130 RIVER RD,402/  81/  /  / ,402,81,,  3931/0669,178600.00,178600.00,1,1030,MOBILE HOM  MDL-02,RD,1,2016,60600.00,118000.00,178600.00,0.00,2012-11-09,125000.00,2012-07-20,143300.00,143300.00,,
380,3 MAPLE LN,402/  82/  /  / ,402,82,,  4548/ 132,342200.00,342200.00,2.1,1010,SINGLE FAM MDL01,RD,1,2016,184800.00,157400.00,342200.00,0.00,2020-08-24,349000.00,2020-03-27,281500.00,281500.00,,
381,2 MAPLE LN,402/  83/  /  / ,402,83,,  4525/ 901,180800.00,180800.00,0.53,1010,SINGLE FAM MDL01,RD,1,2016,73000.00,107800.00,180800.00,190000.00,2020-06-08,147500.00,2016-03-30,148000.00,148000.00,,
382,116 RIVER RD,402/  84/  /  / ,402,84,,  4059/0770,309800.00,309800.00,0.94,1010,SINGLE FAM MDL01,RD,1,2016,150900.00,158900.00,309800.00,286534.00,2014-06-03,4000.00,1993-06-01,270400.00,270400.00,,
383,96 RIVER RD,401/  79/  /  / ,401,79,,  4102/0209,5000.00,376700.00,76,6235,HWUNR-5,RD,1,2016,0.00,376700.00,376700.00,200000.00,2014-12-19,,,5000.00,314100.00,,
384,91 RIVER RD,402/  86/  /  / ,402,86,,    PC/2003,356900.00,561800.00,18,1013,SFR WATER  MDL-01,RD,1,2016,115100.00,446700.00,561800.00,0.00,2003-01-01,4000.00,1993-04-23,261100.00,439100.00,,
385,101 RIVER RD,402/  87/  /  / ,402,87,,  1107/0355,458500.00,458500.00,1.55,1040,TWO FAMILY,RD,1,2016,285900.00,172600.00,458500.00,0.00,,,,437300.00,437300.00,,
387,111 RIVER RD (HEWES BROOK PRE,402/  89/  /  / ,402,89,,  2624/0731,32300.00,32300.00,1,9035,TOWN-PROP,RD,1,2016,0.00,32300.00,32300.00,0.00,2002-01-18,90000.00,1999-03-30,23100.00,23100.00,,
388,117 RIVER RD,402/  90/  /  / ,402,90,,  3938/0992,73500.00,73500.00,3.5,1320,RES ACLNUD,RD,1,2016,0.00,73500.00,73500.00,0.00,2012-12-11,,,60800.00,60800.00,,
389,123 RIVER RD,402/  91/  /  / ,402,91,,  3763/0577,380400.00,380400.00,0.34,1010,SINGLE FAM MDL01,RD,1,2016,267800.00,112600.00,380400.00,36600.00,2010-12-30,54500.00,1999-09-10,367000.00,367000.00,,
390,129 RIVER RD,402/  92/  /  / ,402,92,,  3299/0718,454600.00,454600.00,8.6,1300,RES ACLNDV,RD,1,2016,0.00,454600.00,454600.00,550000.00,2006-06-26,4000.00,1988-10-12,397500.00,397500.00,,
391,131 RIVER RD,402/  93/  /  / ,402,93,,PRO-00044,469100.00,469100.00,1.3,1013,SFR WATER  MDL-01,RD,1,2016,147800.00,321300.00,469100.00,0.00,2009-09-12,500.00,1961-03-31,330800.00,330800.00,,
392,133+137 RIVER RD,402/  94/  /  / ,402,94,,  3536/0280,850400.00,850400.00,2.3,1013,SFR WATER  MDL-01,RD,1,2016,490100.00,360300.00,850400.00,0.00,2008-06-04,134000.00,1997-06-24,724800.00,724800.00,,
394,139 RIVER RD,402/  96/  /  / ,402,96,,  2084/0285,726500.00,726500.00,1.8,1093,MLTI HS WF,RD,2,2016,371100.00,355400.00,726500.00,110000.00,1994-04-01,68500.00,1986-09-17,647200.00,647200.00,,
395,143 RIVER RD,402/  97/  /  / ,402,97,,  3668/0759,654800.00,654800.00,2.33,1013,SFR WATER  MDL-01,RD,1,2016,319100.00,335700.00,654800.00,0.00,2009-12-08,99533.00,2005-10-14,603600.00,603600.00,,
398,155 RIVER RD,402/  100/  /  / ,402,100,,  4479/ 998,927100.00,927100.00,2.15,1013,SFR WATER  MDL-01,RD,1,2016,573400.00,353700.00,927100.00,0.00,2019-11-08,99533.00,2005-10-14,928900.00,928900.00,,
399,161 RIVER RD,402/  101/  /  / ,402,101,,  4150/0104,750100.00,750100.00,1,1013,SFR WATER  MDL-01,RD,2,2016,356900.00,393200.00,750100.00,0.00,2015-08-12,300000.00,2002-09-05,624000.00,624000.00,,
400,207 RIVER RD,402/  102/  /  / ,402,102,,  4291/0231,502200.00,502200.00,1.8,1040,TWO FAMILY,RD,1,2016,339100.00,163100.00,502200.00,0.00,2017-06-20,200000.00,1997-06-11,449100.00,449100.00,,
401,187 RIVER RD,402/  103/  /  / ,402,103,, ,1188900.00,1188900.00,44,9010,STATE NH,RD,1,2016,0.00,1188900.00,1188900.00,0.00,,,,1058500.00,1058500.00,,
402,261 RIVER RD,402/  104/  /  / ,402,104,,  3449/0254,2596300.00,2596300.00,6.6,1093,MLTI HS WF,RD,2,2016,1391300.00,1205000.00,2596300.00,1900000.00,2007-09-13,4000.00,1993-03-02,2304400.00,2304400.00,,
405,300 DARTMOUTH COLLEGE HY,403/  3/  /  / ,403,3,,  1873/ 112,291100.00,291100.00,1.2,1010,SINGLE FAM MDL01,RD,1,2016,147800.00,143300.00,291100.00,116685.00,1990-08-10,,,218400.00,218400.00,,
407,39 EAST THETFORD RD,403/  5/  /  / ,403,5,,  4489/ 718,13900.00,420900.00,41.08,6516,FARMR-6,RD,1,2016,0.00,420900.00,420900.00,0.00,2019-12-19,88000.00,1996-10-23,13900.00,339600.00,,
408,53 EAST THETFORD RD,403/  6/  /  / ,403,6,,  2206/0633,320000.00,320000.00,1,1010,SINGLE FAM MDL01,RD,1,2016,171500.00,148500.00,320000.00,199500.00,1996-07-09,,,303200.00,303200.00,,
415,79 EAST THETFORD RD,403/  8/  /  / ,403,8,,  2369/0009,455600.00,614500.00,24.03,1010,SINGLE FAM MDL01,RD,1,2016,242800.00,371700.00,614500.00,135200.00,1998-01-12,4000.00,1997-12-02,348600.00,502500.00,,
417,101 EAST THETFORD RD,403/  9/  /  / ,403,9,,  4257/0489,55700.00,643500.00,52.81,1060,AC LND IMP,RD,1,2016,34800.00,608700.00,643500.00,689000.00,2017-01-19,500000.00,2015-06-23,51600.00,543800.00,,
418,119 EAST THETFORD RD,403/  10/  /  / ,403,10,,  3787/0174,648600.00,648600.00,5.81,1010,SINGLE FAM MDL01,RD,1,2016,442900.00,205700.00,648600.00,0.00,2011-04-08,450000.00,2001-07-07,611500.00,611500.00,,
427,125 EAST THETFORD RD,403/  11/  /  / ,403,11,,  3731/0426,479800.00,479800.00,2.63,1010,SINGLE FAM MDL01,RD,1,2016,317000.00,162800.00,479800.00,420000.00,2010-09-14,410000.00,2007-10-10,391700.00,391700.00,,
429,278 RIVER RD,403/  12/  /  / ,403,12,,  1948/0106,726100.00,816500.00,11.66,1010,SINGLE FAM MDL01,RD,1,2016,553700.00,262800.00,816500.00,345048.00,1992-01-23,,,715500.00,797400.00,,
432,299 RIVER RD,403/  15/  /  / ,403,15,,  2515/0075,23700.00,23700.00,0.15,1320,RES ACLNUD,RD,1,2016,0.00,23700.00,23700.00,15000.00,2001-02-02,,,19200.00,19200.00,,
433,301 RIVER RD,403/  16/  /  / ,403,16,,  2423/0460,167600.00,167600.00,0.14,1013,SFR WATER  MDL-01,RD,1,2016,39900.00,127700.00,167600.00,32500.00,1999-09-27,,,129800.00,129800.00,,
434,303 RIVER RD,403/  17/  /  / ,403,17,,  2325/0701,246100.00,246100.00,0.21,1013,SFR WATER  MDL-01,RD,1,2016,61800.00,184300.00,246100.00,75000.00,1998-06-26,42857.00,1993-09-07,172700.00,172700.00,,
435,307 RIVER RD,403/  18/  /  / ,403,18,,  3766/0588,292500.00,292500.00,0.15,1013,SFR WATER  MDL-01,RD,1,2016,109900.00,182600.00,292500.00,235000.00,2010-12-28,275000.00,2009-09-29,276600.00,276600.00,,
436,311 RIVER RD,403/  19/  /  / ,403,19,,  4417/0385,266100.00,266100.00,0.37,1030,MOBILE HOM  MDL-02,RD,1,2016,60300.00,205800.00,266100.00,0.00,2019-02-19,,,202500.00,202500.00,,
437,315 RIVER RD,403/  20/  /  / ,403,20,,002827/0123,1026200.00,1026200.00,0.92,1093,MLTI HS WF,RD,2,2016,648100.00,378100.00,1026200.00,0.00,2003-05-27,299000.00,1998-06-15,773500.00,773500.00,,
438,319 RIVER RD,403/  21/  /  / ,403,21,,PRO-00342,570500.00,570500.00,0.69,1040,TWO FAMILY,RD,1,2016,308800.00,261700.00,570500.00,0.00,2012-05-30,189000.00,1995-07-07,486800.00,486800.00,,
439,323 RIVER RD,403/  22/  /  / ,403,22,,PRO-00342,6400.00,6400.00,0.38,1320,RES ACLNUD,RD,1,2016,0.00,6400.00,6400.00,0.00,2012-05-30,8000.00,1999-06-18,5000.00,5000.00,,
440,327 RIVER RD,403/  23/  /  / ,403,23,,  4508/ 505,281900.00,281900.00,0.58,1013,SFR WATER  MDL-01,RD,1,2016,53000.00,228900.00,281900.00,185000.00,2020-03-30,,,222900.00,222900.00,,
441,331 RIVER RD,403/  24/  /  / ,403,24,,002784/0404,840200.00,840200.00,3.7,1093,MLTI HS WF,RD,2,2016,385000.00,455200.00,840200.00,550000.00,2003-02-10,38000.00,1989-09-06,729000.00,729000.00,,
442,339 RIVER RD,403/  25/  /  / ,403,25,,002845/0276,426200.00,426200.00,0.66,1090,MULTI HSES,,2,2016,229500.00,196700.00,426200.00,0.00,2003-05-30,135000.00,1998-12-12,402800.00,402800.00,,
446,376 RIVER RD,403/  29/  1000/  / ,403,29,1000,  4502/ 178,611000.00,738500.00,93.05,1010,SINGLE FAM MDL01,RD,1,2016,394400.00,344100.00,738500.00,695000.00,2020-02-24,,,736200.00,1262300.00,,
447,37 LAMPHIRE HILL LN,403/  30/  /  / ,403,30,,  1953/0322,419700.00,419700.00,4.93,1010,SINGLE FAM MDL01,RD,1,2016,191200.00,228500.00,419700.00,160000.00,1992-02-19,,,398000.00,398000.00,,
448,41 LAMPHIRE HILL LN,403/  31/  /  / ,403,31,,  4162/ 277,672200.00,724300.00,16,1010,SINGLE FAM MDL01,RD,1,2016,416800.00,307500.00,724300.00,625000.00,2015-09-14,339500.00,2010-11-04,567100.00,614300.00,,
449,39 LAMPHIRE HILL LN,403/  32/  /  / ,403,32,,  4507/ 562,219900.00,219900.00,3.5,1010,SINGLE FAM MDL01,RD,1,2016,31600.00,188300.00,219900.00,0.00,2020-03-23,123000.00,2000-08-14,191700.00,191700.00,,
450,70 LAMPHIRE HILL LN,403/  33/  /  / ,403,33,,  4092/0497,873800.00,1533500.00,392.2,1090,MULTI HSES,RD,2,2016,561400.00,972100.00,1533500.00,84000.00,2014-11-03,,,879900.00,1477400.00,,
453,"Problem loading parcel PID 453, Map 403 Lot 36",,,,,,,,,,,,,,,,,,,,,,,,
454,34 LAMPHIRE HILL LN,403/  37/  /  / ,403,37,,PC-2005,830200.00,1426400.00,147,1010,SINGLE FAM MDL01,RD,1,2016,586400.00,840000.00,1426400.00,0.00,2005-04-23,,,687500.00,1221500.00,,
457,360 RIVER RD,403/  40/  /  / ,403,40,,  2242/0345,1044500.00,1228200.00,34.94,1010,SINGLE FAM MDL01,RD,1,2016,818800.00,409400.00,1228200.00,4000.00,1997-03-14,,,959700.00,1125900.00,,
458,336 RIVER RD,403/  41/  /  / ,403,41,,  4199/0809,460000.00,460000.00,5.1,1010,SINGLE FAM MDL01,RD,1,2016,234800.00,225200.00,460000.00,575000.00,2016-04-20,330000.00,2005-04-29,475100.00,475100.00,,
459,330 RIVER RD,403/  42/  /  / ,403,42,,  4203/0100,485400.00,485400.00,4.48,1010,SINGLE FAM MDL01,RD,1,2016,293400.00,192000.00,485400.00,0.00,2016-04-20,213333.00,1985-06-17,441700.00,441700.00,,
460,120 EAST THETFORD RD,403/  43/  /  / ,403,43,,  3899/0388,680900.00,758100.00,28.1,1010,SINGLE FAM MDL01,RD,1,2016,479100.00,279000.00,758100.00,0.00,2012-07-16,118500.00,1997-09-26,558600.00,628400.00,,
461,106 EAST THETFORD RD,403/  44/  /  / ,403,44,,  4405/0570,906400.00,985200.00,22,1010,SINGLE FAM MDL01,RD,1,2016,673400.00,311800.00,985200.00,200000.00,2018-12-07,2666.00,2002-05-10,477500.00,549000.00,,
462,84 EAST THETFORD RD,403/  45/  /  / ,403,45,,  3941/0106,737300.00,790700.00,13,1040,TWO FAMILY,RD,2,2016,544600.00,246100.00,790700.00,579533.00,2012-12-18,425048.00,1991-07-26,557500.00,605800.00,,
463,72 EAST THETFORD RD,403/  46/  /  / ,403,46,,PC-2005,4200.00,372200.00,30.68,6516,FARMR-6,RD,1,2016,0.00,372200.00,372200.00,0.00,2005-04-23,92000.00,1997-12-02,4200.00,295500.00,,
465,7 RECORDRIDGE LN,403/  47/  /  / ,403,47,,  3360/0554,12300.00,250900.00,36.2,6516,FARMR-6,RD,1,2016,0.00,250900.00,250900.00,800000.00,2006-12-08,525000.00,2001-08-09,12300.00,195500.00,,
469,15 RECORDRIDGE LN,403/  48/  /  / ,403,48,,  3360/0554,997000.00,997000.00,10.2,1010,SINGLE FAM MDL01,RD,1,2016,725500.00,271500.00,997000.00,800000.00,2006-12-08,525000.00,2001-08-09,839600.00,839600.00,,
472,26 RECORDRIDGE LN,403/  51/  /  / ,403,51,,  1950/0328,890300.00,956600.00,14.9,1010,SINGLE FAM MDL01,RD,1,2016,715000.00,241600.00,956600.00,135048.00,1992-01-31,123474.00,1990-01-10,741300.00,801500.00,,
473,24 RECORDRIDGE LN,403/  52/  /  / ,403,52,,  2013/0352,745500.00,745500.00,10.4,1010,SINGLE FAM MDL01,RD,1,2016,535100.00,210400.00,745500.00,85048.00,1993-02-17,104000.00,1991-07-01,613500.00,613500.00,,
474,20 RECORDRIDGE LN,403/  53/  /  / ,403,53,,002833/0065,519200.00,519200.00,5.7,1010,SINGLE FAM MDL01,,1,2016,319200.00,200000.00,519200.00,146000.00,2003-06-09,100000.00,1992-02-03,499200.00,499200.00,,
475,18 EAST THETFORD RD,403/  54/  /  / ,403,54,,  4102/0110,781200.00,946200.00,40.7,1040,TWO FAMILY,RD,1,2016,566600.00,379600.00,946200.00,500000.00,2014-12-19,,,660500.00,809400.00,,
476,23 STORRS HILL LN,404/  1/  /  / ,404,1,,  4471/ 712,477900.00,620200.00,37.4,1010,SINGLE FAM MDL01,RD,1,2016,285600.00,334600.00,620200.00,475000.00,2019-10-09,,,416700.00,606700.00,,
478,46 STORRS HILL LN,404/  3/  /  / ,404,3,,  3052/0110,461300.00,793000.00,215,1040,TWO FAMILY,RD,1,2016,270800.00,522200.00,793000.00,0.00,2004-09-07,,,425200.00,724800.00,,
479,28 STORRS HILL LN,404/  4/  /  / ,404,4,,  3621/0609,1058300.00,1359900.00,103,1010,SINGLE FAM MDL01,RD,1,2016,750500.00,609400.00,1359900.00,0.00,2009-06-24,395048.00,1992-04-24,1034200.00,1307500.00,,
480,97 NORTH THETFORD RD,404/  5/  /  / ,404,5,,  3378/0970,409400.00,479100.00,13.2,1010,SINGLE FAM MDL01,RD,1,2016,247100.00,232000.00,479100.00,0.00,2007-02-15,,,311700.00,375000.00,,
482,105 NORTH THETFORD RD,404/  7/  /  / ,404,7,,  3988/0223,462900.00,538100.00,15,1010,SINGLE FAM MDL01,RD,1,2016,308300.00,229800.00,538100.00,525000.00,2013-06-18,633200.00,2008-05-01,424800.00,492100.00,,
483,111 NORTH THETFORD RD,404/  8/  /  / ,404,8,,  3901/0778,700.00,700.00,0.06,1320,RES ACLNUD,RD,1,2016,0.00,700.00,700.00,0.00,2012-07-24,,,600.00,600.00,,
484,131 NORTH THETFORD RD,404/  9/  /  / ,404,9,,  4356/0716,578800.00,578800.00,2.3,1010,SINGLE FAM MDL01,RD,1,2016,396600.00,182200.00,578800.00,0.00,2018-04-30,97619.00,1993-09-23,551500.00,551500.00,,
486,161 NORTH THETFORD RD,404/  11/  /  / ,404,11,,  3389/0560,585900.00,585900.00,8.16,1110,APT 4-UNT  MDL-01,RD,1,2016,367800.00,218100.00,585900.00,0.00,2007-03-23,4000.00,1993-09-23,466000.00,466000.00,,
487,175 NORTH THETFORD RD,404/  12/  /  / ,404,12,,  3934/0421,345100.00,345100.00,1.84,1010,SINGLE FAM MDL01,RD,1,2016,165100.00,180000.00,345100.00,325000.00,2012-11-21,112000.00,1982-07-26,325500.00,325500.00,,
488,534 RIVER RD,404/  13/  /  / ,404,13,,  2037/0625,558200.00,558200.00,1.78,1010,SINGLE FAM MDL01,RD,1,2016,309400.00,248800.00,558200.00,146467.00,1993-06-21,20000.00,1960-12-14,493200.00,493200.00,,
489,530 RIVER RD,404/  14/  /  / ,404,14,,  4425/0984,468000.00,468000.00,0.86,1013,SFR WATER  MDL-01,RD,1,2016,214300.00,253700.00,468000.00,473000.00,2019-04-09,389933.00,2015-02-04,550300.00,550300.00,,
490,526 RIVER RD,404/  15/  /  / ,404,15,,PRO-2004,501400.00,501400.00,0.98,1010,SINGLE FAM MDL01,RD,1,2016,289700.00,211700.00,501400.00,0.00,2004-11-18,,,445100.00,445100.00,,
491,522 RIVER RD,404/  16/  /  / ,404,16,,  4471/ 958,635600.00,1021800.00,103,1010,SINGLE FAM MDL01,RD,1,2016,377500.00,644300.00,1021800.00,500000.00,2019-10-09,4000.00,1996-01-12,699000.00,1047700.00,,
492,520 RIVER RD,404/  17/  /  / ,404,17,,  3614/0968,323100.00,323100.00,5.83,1010,SINGLE FAM MDL01,RD,1,2016,124500.00,198600.00,323100.00,278533.00,2009-06-02,,,257800.00,257800.00,,
493,498 RIVER RD,404/  18/  /  / ,404,18,,  3224/0749,682000.00,1117300.00,66.1,1010,SINGLE FAM MDL01,RD,1,2016,424100.00,693200.00,1117300.00,0.00,2005-11-22,,,662900.00,1050200.00,,
494,474 RIVER RD,404/  19/  /  / ,404,19,,  4093/ 306,1267500.00,1538100.00,120,1080,SFR/ACC UNIT,RD,1,2016,978200.00,559900.00,1538100.00,362533.00,2014-11-05,,,1162000.00,1403800.00,,
495,429 RIVER RD,404/  20/  /  / ,404,20,,  3074/0149,641700.00,641700.00,7.36,1013,SFR WATER  MDL-01,RD,1,2016,308000.00,333700.00,641700.00,0.00,2004-09-15,262000.00,1995-06-29,563800.00,563800.00,,
501,535 RIVER RD,404/  26/  /  / ,404,26,,  1292/0257,262800.00,262800.00,0.96,1013,SFR WATER  MDL-01,RD,1,2016,63500.00,199300.00,262800.00,20500.00,1976-09-09,20000.00,1960-12-14,224200.00,224200.00,,
505,599 RIVER RD,404/  30/  /  / ,404,30,,  2300/0153,1145800.00,1393700.00,29,1013,SFR WATER  MDL-01,RD,1,2016,704800.00,688900.00,1393700.00,180000.00,1998-02-27,121848.00,1986-12-17,977600.00,1187700.00,,
506,21 GREGORY RD,404/  31/  /  / ,404,31,,  3704/0784,937200.00,937200.00,9,1010,SINGLE FAM MDL01,,1,2016,580400.00,356800.00,937200.00,650000.00,2010-05-24,625000.00,2003-05-22,805100.00,805100.00,,
507,560 RIVER RD,404/  32/  /  / ,404,32,,  4505/0085,610500.00,979800.00,122.5,1090,MULTI HSES,RD,4,2016,326000.00,653800.00,979800.00,0.00,2020-03-09,4000.00,1994-01-04,513900.00,845500.00,,
509,25 BRECK HILL RD,404/  34/  /  / ,404,34,,  3988/0241,600200.00,600200.00,1.7,1010,SINGLE FAM MDL01,RD,1,2016,339400.00,260800.00,600200.00,612533.00,2013-06-18,295000.00,2005-08-23,576200.00,576200.00,,
510,7 GREGORY RD,404/  35/  /  / ,404,35,,  4120/0212,659900.00,749300.00,13.2,1010,SINGLE FAM MDL01,RD,1,2016,406200.00,343100.00,749300.00,700000.00,2015-04-09,950000.00,2006-04-14,651600.00,732600.00,,
511,9 GREGORY RD,404/  36/  /  / ,404,36,,  2497/0846,408600.00,408600.00,2.5,1010,SINGLE FAM MDL01,RD,1,2016,196100.00,212500.00,408600.00,113000.00,2000-11-03,,,392500.00,392500.00,,
512,40 BRECK HILL RD,404/  37/  /  / ,404,37,,  3819/0886,10200.00,265100.00,35.34,6506,FARM-6,RD,1,2016,0.00,265100.00,265100.00,140000.00,2011-09-13,,,10200.00,212700.00,,
513,34 BRECK HILL RD,404/  38/  /  / ,404,38,,  3595/0931,490500.00,490500.00,5.4,1010,SINGLE FAM MDL01,,1,2016,275900.00,214600.00,490500.00,0.00,2009-03-31,4286.00,1989-03-10,482800.00,482800.00,,
