PID,Street Address,MBLU,Map,Lot,Unit,Book&Page,Assessment,Appraisal,Lot Size (acres),Land Use Code,Description,Zoning District,# Buildings,Appr. Year,Improvements,Land,Total,Recent Sale Price,Recent Sale Date,Prev Sale Price,Prev Sale Date,Prev. Assess.,Prev. Apprais,,
187,40 PRESTON RD,401/  2/  /  / ,401,2,,  1342/0923,544300,695800,43.5,1010,SINGLE FAM MDL01,RD,2,2016,351200,344600,695800,0,,,,390600,527600,,
188,30 PRESTON RD,401/  3/  /  / ,401,3,,  4279/0380,547900,604600,13.87,1010,SINGLE FAM MDL01,RD,1,2016,329500,275100,604600,425000,2017-04-21,80000,2005-04-20,396100,447400,,
189,76 GOODELL LN,401/  4/  /  / ,401,4,,  3136/0533,53300,138100,37,1060,AC LND IMP,RD,1,2016,8500,129600,138100,0,2005-05-05,,,43000,119700,,
190,54 GOODELL LN,401/  5/  /  / ,401,5,,  1783/0218,1000,59200,23.11,6215,HWMR-5,RD,1,2016,0,59200,59200,4000,1988-12-27,,,1000,52800,,
191,42 GOODELL LN,401/  6/  /  / ,401,6,,002771/0009,6000,204100,104.74,6514,FARMR-4,RD,1,2016,0,204100,204100,0,2002-11-05,,,6000,184700,,
192,68 PRESTON RD,401/  7/  /  / ,401,7,,  1097/0311,25500,689600,191.4,6125,WPUN-5,RD,1,2016,0,689600,689600,0,1990-05-01,,,25500,576600,,
194,8 GOODELL LN,401/  9/  /  / ,401,9,,  4519/ 352,100,22300,2.7,6324,OTUN-4,RD,1,2016,0,22300,22300,69000,2020-05-14,,,100,10800,,
195,298 BAKER HILL RD,401/  10/  /  / ,401,10,,  3547/0074,519700,519700,5.2,1010,SINGLE FAM MDL01,RD,1,2016,343500,176200,519700,475000,2008-09-03,320000,2006-09-18,466100,466100,,
197,65 GOODELL LN,401/  12/  /  / ,401,12,,  1783/0218,2500,166600,81.63,6213,HWMR-3,RD,1,2016,0,166600,166600,0,,,,2500,154300,,
201,114 DARTMOUTH COLLEGE HY,401/  13/  1000/  / ,401,13,1000,  4596/  46,475300,592200,29.93,1010,SINGLE FAM MDL01,RD,1,2016,340500,251700,592200,580000,2021-01-21,501200,2008-09-30,451500,579300,,
202,20 PRESTON RD,401/  13/  2000/  / ,401,13,2000,  2400/0641,685600,1166800,112.33,1010,SINGLE FAM MDL01,RD,1,2016,392300,774500,1166800,0,1999-05-12,320000,1995-12-28,605700,1042300,,
203,102 DARTMOUTH COLLEGE HY,401/  14/  /  / ,401,14,,  4551/ 229,357500,357500,0.83,1010,SINGLE FAM MDL01,RD,1,2016,232400,125100,357500,303000,2020-08-31,314000,2019-12-16,288800,288800,,
204,84 DARTMOUTH COLLEGE HY,401/  15/  /  / ,401,15,,  3128/0001,720800,880700,52,1120,APT OVER 8,BD,1,2016,396000,484700,880700,0,2005-04-14,110700,1977-08-30,429800,574600,,
206,60 DARTMOUTH COLLEGE HY,401/  17/  /  / ,401,17,,  4221/0423,742600,834600,15.8,1010,SINGLE FAM MDL01,RD,1,2016,606800,227800,834600,185000,2016-07-19,19500,2011-08-17,670000,753600,,
207,19 GOOSE POND RD,401/  18/  /  / ,401,18,,  4011/0594,54400,649200,125.6,1060,AC LND IMP,RD,1,2016,1700,647500,649200,0,2013-09-16,,,54200,579800,,
208,47 GOOSE POND RD,401/  19/  /  / ,401,19,,  2430/0042,323000,323000,1.2,1010,SINGLE FAM MDL01,RD,1,2016,180600,142400,323000,0,1999-11-02,12000,1966-08-26,271100,271100,,
209,51 GOOSE POND RD,401/  20/  /  / ,401,20,,  3856/0585,262300,262300,1.5,1010,SINGLE FAM MDL01,RD,1,2016,119000,143300,262300,0,2012-02-07,210000,2007-03-06,201900,201900,,
210,57 GOOSE POND RD,401/  21/  /  / ,401,21,,  4254/0892,337100,337100,1.5,1010,SINGLE FAM MDL01,RD,1,2016,193800,143300,337100,0,2016-12-14,,,285700,285700,,
217,127 GOOSE POND RD,401/  23/  1100/  / ,401,23,1100,  4519/ 345,2600,476800,56.37,6234,HWUNR-4,RD,1,2016,0,476800,476800,496533,2020-05-14,310000,1989-08-13,2600,259100,,
219,149 GOOSE POND RD,401/  23/  3000/  / ,401,23,3000,  4049/0602,340600,340600,2.82,1010,SINGLE FAM MDL01,RD,1,2016,176100,164500,340600,290000,2014-04-11,320533,2005-08-31,288500,288500,,
220,153 GOOSE POND RD,401/  24/  /  / ,401,24,,  4144/0841,288500,288500,2,1010,SINGLE FAM MDL01,RD,1,2016,180400,108100,288500,0,2015-07-08,,,223400,223400,,
221,157 GOOSE POND RD,401/  25/  /  / ,401,25,,  3216/0807,317500,317500,1.7,1010,SINGLE FAM MDL01,RD,1,2016,221900,95600,317500,267000,2005-11-07,65500,1995-06-05,247100,247100,,
222,5 PELTON LN,401/  26/  /  / ,401,26,,  2421/0725,437800,437800,5.05,1010,SINGLE FAM MDL01,RD,1,2016,269100,168700,437800,227500,1999-09-28,46000,1995-10-10,359000,359000,,
223,32 PELTON LN,401/  27/  /  / ,401,27,,  3398/0435,448800,498200,11.67,1040,TWO FAMILY,RD,1,2016,322900,175300,498200,175000,2007-04-20,4000,1998-06-09,401500,445200,,
224,12 PELTON LN,401/  28/  /  / ,401,28,,  3039/0757,449600,449600,5.97,1010,SINGLE FAM MDL01,RD,1,2016,234300,215300,449600,305000,2004-08-17,23300,1996-12-09,389900,389900,,
225,342 BAKER HILL RD,401/  29/  /  / ,401,29,,  4220/0066,262700,262700,6.1,1030,MOBILE HOM  MDL-02,RD,2,2016,86100,176600,262700,0,2016-07-15,,,187000,187000,,
229,320 BAKER HILL RD,401/  30/  1000/  / ,401,30,1000,  4086/ 693,492300,492300,2.6,1010,SINGLE FAM MDL01,RD,1,2016,312700,179600,492300,400000,2014-10-03,376000,2011-07-08,395400,395400,,
230,330 BAKER HILL RD,401/  30/  2000/  / ,401,30,2000,  3943/0927,2800,218200,29.4,6335,OTUNR-5,RD,1,2016,0,218200,218200,0,2012-12-28,,,2800,175200,,
231,162 GOOSE POND RD,401/  31/  1000/  / ,401,31,1000,   PC-/1985,174100,174100,1.03,1010,SINGLE FAM MDL01,RD,1,2016,82800,91300,174100,0,1985-09-12,,,126600,126600,,
232,156 GOOSE POND RD,401/  32/  /  / ,401,32,,  4153/0352,130000,130000,0.45,1010,SINGLE FAM MDL01,RD,1,2016,72200,57800,130000,146000,2015-08-26,45000,2010-07-01,106700,106700,,
233,154 GOOSE POND RD,401/  33/  /  / ,401,33,,  1254/0406,146600,146600,0.45,1010,SINGLE FAM MDL01,RD,1,2016,81500,65100,146600,0,,,,118900,118900,,
234,148 GOOSE POND RD,401/  34/  /  / ,401,34,,  4038/0683,362900,362900,1.9,1010,SINGLE FAM MDL01,RD,1,2016,228500,134400,362900,290000,2014-01-31,45000,2004-04-06,312600,312600,,
235,144 GOOSE POND RD,401/  35/  /  / ,401,35,,  4200/0326,625200,625200,6.2,1010,SINGLE FAM MDL01,,2,2016,455900,169300,625200,535000,2016-04-20,163048,1990-08-10,511000,511000,,
236,142 GOOSE POND RD,401/  36/  /  / ,401,36,,  3084/0708,304100,304100,0.91,1010,SINGLE FAM MDL01,RD,1,2016,184400,119700,304100,0,2004-12-01,96000,1990-12-24,220200,220200,,
237,138 GOOSE POND RD,401/  37/  /  / ,401,37,,002864/0255,133300,133300,0.47,1030,MOBILE HOM  MDL-02,RD,1,2016,45100,88200,133300,74933,2003-08-01,17000,1979-05-25,92500,92500,,
238,104 GOOSE POND RD,401/  38/  /  / ,401,38,,  4166/ 733,282400,282400,2.6,1010,SINGLE FAM MDL01,RD,1,2016,149100,133300,282400,0,2015-10-15,155000,2013-05-01,201600,201600,,
241,72 GOOSE POND RD,401/  39/  /  / ,401,39,,  4013/0532,307200,863300,174,1010,SINGLE FAM MDL01,RD,1,2016,143900,719400,863300,750000,2013-09-24,,,237800,742300,,
243,54 GOOSE POND RD,401/  40/  /  / ,401,40,,  4586/ 837,900,9700,1.1,1300,RES ACLNDV,RD,1,2016,0,9700,9700,1845000,2020-12-21,315000,2009-07-22,900,8800,,
244,40 GOOSE POND RD,401/  41/  /  / ,401,41,,   334/0303,800,800,0.07,1320,RES ACLNUD,,1,2016,0,800,800,0,2006-10-08,,,700,700,,
245,36 GOOSE POND RD,401/  42/  /  / ,401,42,,  4468/0924,319600,319600,0.54,1010,SINGLE FAM MDL01,RD,1,2016,203900,115700,319600,355000,2019-09-27,179000,2017-05-15,184400,184400,,
246,20 DARTMOUTH COLLEGE HY,401/  43/  /  / ,401,43,, ,6200,300300,32.8,6515,FARMR-5,RD,1,2016,0,300300,300300,0,2002-02-18,2666,2001-04-27,6200,253600,,
247,1 DARTMOUTH COLLEGE HY,401/  44/  /  / ,401,44,,  1480/0578,183100,183100,1.1,1090,MULTI HSES,RD,2,2016,13400,169700,183100,0,,,,103300,103300,,
248,7 HEWS LN,401/  45/  /  / ,401,45,,  0971/0381,264000,264000,2.4,1010,SINGLE FAM MDL01,RD,1,2016,126300,137700,264000,0,,,,249500,249500,,
249,13 HEWS LN,401/  46/  /  / ,401,46,,  1988/0756,300200,300200,2.8,1010,SINGLE FAM MDL01,RD,1,2016,155900,144300,300200,0,1992-09-15,15000,1988-09-22,289400,289400,,
250,17 HEWS LN,401/  47/  /  / ,401,47,,  4117/0767,2700,341700,21,6513,FARMR-3,RD,1,2016,0,341700,341700,0,2015-03-30,1100000,2006-11-17,2700,280000,,
251,20 HEWS LN,401/  48/  /  / ,401,48,,  4424/0051,599200,716100,19.03,1010,SINGLE FAM MDL01,RD,1,2016,367000,349100,716100,400000,2019-03-29,2666,2001-10-18,346300,450900,,
252,10 HEWS LN,401/  49/  /  / ,401,49,,  1667/0399,321000,428200,28.65,1010,SINGLE FAM MDL01,RD,1,2016,176700,251500,428200,20000,1987-05-18,,,250200,347400,,
253,8 HEWS LN,401/  50/  /  / ,401,50,,  3420/0886,362500,362500,2.4,1010,SINGLE FAM MDL01,RD,1,2016,212100,150400,362500,0,2007-06-19,,,303600,303600,,
254,43 DARTMOUTH COLLEGE HY,401/  51/  /  / ,401,51,,  4388/0289,525500,835600,53.9,1010,SINGLE FAM MDL01,RD,1,2016,374700,460900,835600,0,2018-09-13,,,360700,641700,,
255,61 DARTMOUTH COLLEGE HY,401/  52/  /  / ,401,52,,002760/0503,671900,671900,2.2,1010,SINGLE FAM MDL01,RD,1,2016,542500,129400,671900,232266,2002-12-20,,,287700,287700,,
256,63-69 DARTMOUTH COLLEGE HY,401/  53/  1000/  / ,401,53,1000,  4013/ 0518,1732200,1732200,3.2,101,Single Fam,RD,4,2016,1367900,364300,1732200,116733,2013-09-23,,,1489200,1489200,,
257,77 DARTMOUTH COLLEGE HY,401/  54/  /  / ,401,54,,  4223/0643,187600,187600,2.4,1010,SINGLE FAM MDL01,RD,1,2016,56900,130700,187600,150000,2016-08-01,,,168600,168600,,
258,85 DARTMOUTH COLLEGE HY #3010,401/  55/  301/  / ,401,55,301,  3324/0514,378800,378800,0,1021,CONDO NL  MDL-05,BD,1,2016,378800,0,378800,368533,2006-08-30,167266,2003-03-05,347600,347600,,
259,101 DARTMOUTH COLLEGE HY,401/  56/  /  / ,401,56,,  2297/0890,3047400,3047400,136,904C,PRI SCHOOL  MDL-94,,1,2016,2454700,592700,3047400,250000,1998-02-17,252000,1993-09-21,2683100,2683100,,
260,82 RIVER RD,401/  57/  /  / ,401,57,,  4329/0380,247100,247100,0.83,1010,SINGLE FAM MDL01,RD,1,2016,82600,164500,247100,0,2017-12-04,1500,1970-02-12,218400,218400,,
267,7 WILMOTT WY,401/  59/  /  / ,401,59,,  1150/0068,189500,189500,5.78,1030,MOBILE HOM  MDL-02,RD,1,2016,66900,122600,189500,0,,,,132900,132900,,
270,21 WILMOTT WY,401/  60/  /  / ,401,60,,  1829/0728,172200,172200,4.91,1030,MOBILE HOM  MDL-02,RD,1,2016,54400,117800,172200,40000,1989-10-24,,,126000,126000,,
271,25 WILMOTT WY,401/  61/  /  / ,401,61,,  2270/0888,421400,421400,2.1,1090,MULTI HSES,RD,2,2016,293800,127600,421400,73000,1997-09-06,40000,1989-10-16,391500,391500,,
272,30 WILMOTT WY (LAND ONLY),401/  62/  /  / ,401,62,, ,11300,11300,1.3,9035,TOWN-PROP,RD,1,2016,0,11300,11300,0,,,,9000,9000,,
273,34 WILMOTT WY,401/  63/  /  / ,401,63,,PRO-1988,133500,133500,2.01,1030,MOBILE HOM  MDL-02,RD,1,2016,32800,100700,133500,0,1988-01-01,,,95000,95000,,
274,20 WILMOTT WY,401/  64/  /  / ,401,64,,  2107/0953,369700,369700,6,1010,SINGLE FAM MDL01,RD,1,2016,230700,139000,369700,110000,1994-08-31,,,299600,299600,,
275,12 WILMOTT WY,401/  65/  /  / ,401,65,,  1851/ 914,140000,140000,2.5,1030,MOBILE HOM  MDL-02,RD,1,2016,30200,109800,140000,79900,1990-03-19,,,98400,98400,,
276,6 WILMOTT WY,401/  66/  /  / ,401,66,,  4196/0207,306500,306500,1.5,1010,SINGLE FAM MDL01,RD,1,2016,133100,173400,306500,299900,2016-01-04,140000,1994-08-15,290100,290100,,
277,62 RIVER RD,401/  67/  /  / ,401,67,,  4102/0216,1500,58200,4.4,6516,FARMR-6,RD,1,2016,0,58200,58200,550000,2014-12-19,300000,2007-11-20,1500,48300,,
278,50 RIVER RD,401/  68/  /  / ,401,68,,  4104/ 142,350300,472900,43.47,1010,SINGLE FAM MDL01,RD,1,2016,159300,313600,472900,0,2014-12-19,,,240800,350100,,
279,38 RIVER RD,401/  69/  /  / ,401,69,,  1577/0653,338100,338100,3.5,1010,SINGLE FAM MDL01,RD,1,2016,161300,176800,338100,90000,1985-12-19,,,272300,272300,,
280,20 RIVER RD,401/  70/  /  / ,401,70,,  1578/ 947,8400,431500,63.5,6515,FARMR-5,RD,1,2016,0,431500,431500,0,,,,8400,351300,,
283,1 HOVEY ISLAND,401/  71/  /  / ,401,71,,  1903/0890,197100,197100,23,1013,SFR WATER  MDL-01,,2,2016,25500,171600,197100,0,1991-03-28,,,163200,163200,,
287,51 RIVER RD,401/  74/  /  / ,401,74,,  2666/0465,863600,863600,0.9,1013,SFR WATER  MDL-01,RD,1,2016,566500,297100,863600,2666,2002-05-10,25048,1992-08-03,797000,797000,,
288,61 RIVER RD,401/  75/  /  / ,401,75,,  3753/0938,573700,573700,1.9,1013,SFR WATER  MDL-01,RD,1,2016,245600,328100,573700,0,2010-12-01,90000,1984-07-26,511300,511300,,
290,75 RIVER RD,401/  77/  /  / ,401,77,,  4350/0949,908700,1072200,11.2,1010,SINGLE FAM MDL01,RD,1,2016,618200,454000,1072200,735000,2018-03-30,,,550000,745100,,
291,85 RIVER RD,401/  78/  /  / ,401,78,,  4102/0216,6400,139200,20,6515,FARMR-5,RD,1,2016,0,139200,139200,550000,2014-12-19,,,6400,117400,,
292,294 DARTMOUTH COLLEGE HY,402/  1/  1000/  / ,402,1,1000,  2980/0489,550500,945700,86,1010,SINGLE FAM MDL01,RD,3,2016,376400,569300,945700,0,2004-04-08,,,454300,812600,,
294,252 DARTMOUTH COLLEGE HY,402/  3/  /  / ,402,3,,  4535/ 866,591900,797500,37.3,1010,SINGLE FAM MDL01,RD,1,2016,411100,386400,797500,0,2020-07-13,210666,2001-10-03,517400,703900,,
295,246 DARTMOUTH COLLEGE HY,402/  4/  /  / ,402,4,,  4126/0865,236500,236500,0.53,1010,SINGLE FAM MDL01,RD,1,2016,132400,104100,236500,0,2015-04-30,,,220800,220800,,
296,246 DARTMOUTH COLLEGE HY,402/  4/  1/  / ,402,4,1,  4493/ 641,131100,131100,0,322L,COMM BLDG  MDL-96,RD,1,2016,131100,0,131100,0,2020-01-10,,,127600,127600,,
297,244 DARTMOUTH COLLEGE HY,402/  5/  /  / ,402,5,,  4126/0871,129200,129200,4.8,1060,AC LND IMP,RD,1,2016,40800,88400,129200,2667,2015-05-08,,,101800,101800,,
298,240 DARTMOUTH COLLEGE HY,402/  6/  /  / ,402,6,,  1250/0043,286300,286300,0.67,1010,SINGLE FAM MDL01,RD,1,2016,168100,118200,286300,0,,,,225800,225800,,
299,234 DARTMOUTH COLLEGE HY,402/  7/  /  / ,402,7,,  4010/0601,241600,241600,0.92,1010,SINGLE FAM MDL01,RD,1,2016,108200,133400,241600,150000,2013-09-11,,,195700,195700,,
300,232 DARTMOUTH COLLEGE HY,402/  8/  /  / ,402,8,,  1507/ 364,209900,209900,0.4,1010,SINGLE FAM MDL01,RD,1,2016,116500,93400,209900,0,,,,190100,190100,,
301,226 DARTMOUTH COLLEGE HY,402/  9/  /  / ,402,9,,  1481/0250,346000,432200,12.5,1010,SINGLE FAM MDL01,RD,1,2016,197200,235000,432200,40000,1983-08-22,,,262800,339800,,
303,23 WASHBURN HILL RD,402/  11/  /  / ,402,11,,  3835/0890,571300,571300,7.9,1040,TWO FAMILY,RD,2,2016,392100,179200,571300,0,2011-11-16,20650,1999-12-18,453700,453700,,
306,69 WASHBURN HILL RD,402/  14/  /  / ,402,14,,  1424/ 471,474500,474500,3.1,1010,SINGLE FAM MDL01,RD,1,2016,254500,220000,474500,0,,,,375200,375200,,
307,77 WASHBURN HILL RD,402/  15/  1000/  / ,402,15,1000,  4114/0078,758500,860600,18.44,1010,SINGLE FAM MDL01,RD,1,2016,498100,362500,860600,0,2015-03-09,779000,2012-08-02,728200,820800,,
308,64 WASHBURN HILL RD,402/  16/  /  / ,402,16,,  1733/0962,476700,476700,3.31,1010,SINGLE FAM MDL01,RD,1,2016,280100,196600,476700,225000,1988-04-15,,,424800,424800,,
309,66 WASHBURN HILL RD,402/  17/  /  / ,402,17,,  4185/ 938,590000,855100,79.7,1010,SINGLE FAM MDL01,RD,1,2016,283200,571900,855100,700000,2016-01-29,220000,1985-02-27,497600,737800,,
310,108 PRESTON RD,402/  18/  2000/  / ,402,18,2000,  4619/ 634,694700,756100,15.78,1010,SINGLE FAM MDL01,RD,1,2016,511300,244800,756100,0,2021-04-09,150000,2004-05-04,653900,709100,,
311,92 PRESTON RD,402/  19/  /  / ,402,19,,  3718/0951,15600,637800,146.1,6235,HWUNR-5,RD,1,2016,0,637800,637800,494000,2010-07-07,233760,1986-12-30,15600,537000,,
313,50 PRESTON RD,402/  21/  /  / ,402,21,,  4537/0060,1105700,1337000,48.8,1010,SINGLE FAM MDL01,RD,1,2016,675600,661400,1337000,1325000,2020-07-16,1236800,2004-07-16,1091900,1301700,,
315,45 PRESTON RD,402/  23/  /  / ,402,23,,  2260/0768,659100,659100,7,1040,TWO FAMILY,,1,2016,484200,174900,659100,0,1997-06-03,30000,1988-05-03,573800,573800,,
316,55 PRESTON RD,402/  24/  /  / ,402,24,,  3200/0568,410200,410200,10,1010,SINGLE FAM MDL01,RD,1,2016,229500,180700,410200,380000,2005-09-30,,,371300,371300,,
317,71 PRESTON RD,402/  25/  /  / ,402,25,,  2411/0774,514700,514700,2,1010,SINGLE FAM MDL01,,1,2016,361800,152900,514700,289500,1999-08-06,155000,1989-08-21,489300,489300,,
319,69 PRESTON RD,402/  26/  1000/  / ,402,26,1000,  3669/0559,604700,604700,5.09,1010,SINGLE FAM MDL01,RD,1,2016,381800,222900,604700,0,2009-12-17,,,524100,524100,,
320,81 PRESTON RD,402/  26/  2000/  / ,402,26,2000,  3669/0559,9700,433100,57.7,6514,FARMR-4,RD,1,2016,0,433100,433100,0,2009-12-17,,,9700,395000,,
321,97 PRESTON RD,402/  27/  /  / ,402,27,,  1051/0565,215400,215400,1.1,1010,SINGLE FAM MDL01,RD,1,2016,74900,140500,215400,0,,,,166200,166200,,
322,20 WASHBURN HILL RD,402/  28/  /  / ,402,28,, ,151200,273200,22,1300,RES ACLNDV,RD,1,2016,0,273200,273200,0,,,,115400,226200,,
323,218 DARTMOUTH COLLEGE HY,402/  29/  /  / ,402,29,,  4514/ 870,293100,293100,2,1010,SINGLE FAM MDL01,RD,1,2016,149300,143800,293100,299000,2020-04-27,188000,2015-04-01,229800,229800,,
324,208 DARTMOUTH COLLEGE HY,402/  30/  /  / ,402,30,,  4174/   8,423000,423000,1.5,1010,SINGLE FAM MDL01,RD,1,2016,285200,137800,423000,436000,2015-11-24,410000,2013-04-09,402800,402800,,
325,204 DARTMOUTH COLLEGE HY,402/  31/  /  / ,402,31,,  2338/0366,1001800,1001800,5.9,3560,PROF ASSOC,RD,1,2016,750700,251100,1001800,150000,1998-08-26,77500,1997-05-09,911000,911000,,
326,188 DARTMOUTH COLLEGE HY,402/  32/  /  / ,402,32,,002827/0527,507900,507900,2.26,1090,MULTI HSES,,2,2016,327800,180100,507900,474000,2003-05-29,248400,2002-10-03,476900,476900,,
327,180 DARTMOUTH COLLEGE HY,402/  33/  /  / ,402,33,,  4283/0905,397600,397600,4.3,1010,SINGLE FAM MDL01,RD,1,2016,244400,153200,397600,105000,2017-05-15,110000,2014-03-28,270500,270500,,
328,174 DARTMOUTH COLLEGE HY,402/  34/  /  / ,402,34,,  4519/0079,339800,339800,2.9,1010,SINGLE FAM MDL01,RD,2,2016,178800,161000,339800,0,2020-05-13,369000,2018-11-21,325500,325500,,
329,166 DARTMOUTH COLLEGE HY,402/  35/  /  / ,402,35,,  3489/0943,224000,224000,0.47,1010,SINGLE FAM MDL01,RD,1,2016,130800,93200,224000,200000,2008-02-08,125000,2006-12-07,188900,188900,,
330,156 DARTMOUTH COLLEGE HY,402/  36/  /  / ,402,36,,  1750/ 617,362000,429200,13.9,1010,SINGLE FAM MDL01,,1,2016,228000,201200,429200,48839,1988-07-15,,,277000,338100,,
331,150 DARTMOUTH COLLEGE HY,402/  37/  /  / ,402,37,,  2976/0847,194300,194300,1.5,1010,SINGLE FAM MDL01,RD,1,2016,62500,131800,194300,0,2004-04-05,10000,2004-03-01,171100,171100,,
333,39 SHOESTRAP RD (OLD DUMP),402/  39/  /  / ,402,39,, ,15700,15700,1.8,9035,TOWN-PROP,RD,1,2016,0,15700,15700,0,,,,12100,12100,,
334,114 RIVER RD,402/  40/  /  / ,402,40,,  2095/0244,635200,778000,68.9,1010,SINGLE FAM MDL01,RD,1,2016,459600,318400,778000,110000,1994-06-15,50000,1973-12-31,530200,659700,,
335,12 MAPLE LN,402/  41/  /  / ,402,41,,  3871/0366,287800,287800,2.7,1010,SINGLE FAM MDL01,RD,1,2016,130700,157100,287800,1,2012-03-23,177000,2002-05-31,240600,240600,,
336,11 MAPLE LN,402/  42/  /  / ,402,42,,  1614/0099,369000,369000,3.4,1010,SINGLE FAM MDL01,RD,1,2016,210700,158300,369000,26000,1986-08-13,,,325800,325800,,
337,17 MAPLE LN,402/  43/  /  / ,402,43,,  4414/0124,827800,827800,3,1090,MULTI HSES,RD,2,2016,630400,197400,827800,875000,2019-01-29,735000,2011-06-16,777000,777000,,
339,48 SHOESTRAP RD,402/  45/  /  / ,402,45,,  3804/0607,293300,293300,0.95,1010,SINGLE FAM MDL01,RD,1,2016,153000,140300,293300,289000,2011-07-07,250000,2007-03-02,259700,259700,,
340,38 SHOESTRAP RD,402/  46/  /  / ,402,46,,  2328/0597,588200,588200,7.4,1010,SINGLE FAM MDL01,RD,1,2016,389200,199000,588200,310000,1998-07-14,180000,1989-07-07,483200,483200,,
341,30 SHOESTRAP RD,402/  47/  /  / ,402,47,,  4497/ 852,309300,309300,0.34,1090,MULTI HSES,RD,2,2016,185500,123800,309300,280000,2020-01-30,,,229800,229800,,
343,28 SHOESTRAP RD,402/  48/  /  / ,402,48,,  4060/0082,435600,435600,7,1010,SINGLE FAM MDL01,,1,2016,238400,197200,435600,385000,2014-06-04,287000,2003-01-22,379700,379700,,
344,16 SHOESTRAP RD,402/  49/  /  / ,402,49,,002772/0322,375000,770000,93,1010,SINGLE FAM MDL01,RD,1,2016,265500,504500,770000,0,2002-11-18,,,279100,630800,,
345,2 SHOESTRAP RD,402/  50/  /  / ,402,50,,  4120/0788,441600,441600,3.78,1010,SINGLE FAM MDL01,RD,1,2016,288300,153300,441600,274000,2015-04-13,13000,1959-07-06,367700,367700,,
346,155 DARTMOUTH COLLEGE HY,402/  51/  /  / ,402,51,,  3150/0794,416100,416100,0.87,904C,PRI SCHOOL  MDL-94,RD,1,2016,256900,159200,416100,100000,2005-06-10,30000,2002-08-30,314900,314900,,
347,163 DARTMOUTH COLLEGE HY,402/  52/  /  / ,402,52,,  3519/0397,27400,302300,31,1060,AC LND IMP,RD,1,2016,8800,293500,302300,300000,2008-05-20,,,24200,250100,,
348,173 DARTMOUTH COLLEGE HY,402/  53/  /  / ,402,53,,  3545/0975,436800,436800,3.18,1010,SINGLE FAM MDL01,RD,1,2016,287400,149400,436800,0,2008-08-29,251000,2003-10-30,417300,417300,,
349,183 DARTMOUTH COLLEGE HY,402/  54/  /  / ,402,54,,  1946/0430,102600,102600,37.3,9200,NON PROFIT  MDL-00,RD,1,2016,0,102600,102600,4000,1991-12-31,,,93300,93300,,
350,199 DARTMOUTH COLLEGE HY,402/  55/  /  / ,402,55,,  3767/0941,52200,52200,15.8,9200,NON PROFIT  MDL-00,RD,1,2016,0,52200,52200,0,2011-01-10,35000,1999-12-03,45700,45700,,
351,211 DARTMOUTH COLLEGE HY,402/  56/  /  / ,402,56,, 00302/0580,433600,433600,3.1,1010,SINGLE FAM MDL01,RD,1,2016,284700,148900,433600,510000,2006-07-10,220000,1996-04-17,391100,391100,,
355,215 DARTMOUTH COLLEGE HY,402/  57/  /  / ,402,57,,  2440/0567,330300,330300,122.4,9200,NON PROFIT  MDL-00,RD,1,2016,0,330300,330300,0,1999-07-30,6476,1992-08-11,279100,279100,,
357,223 DARTMOUTH COLLEGE HY,402/  59/  /  / ,402,59,,  2072/0389,159000,159000,3.3,9200,NON PROFIT  MDL-00,RD,1,2016,0,159000,159000,0,1993-12-31,,,124500,124500,,
358,229 DARTMOUTH COLLEGE HY,402/  60/  /  / ,402,60,,  3894/0592,9300,9300,0.38,9200,NON PROFIT  MDL-00,RD,1,2016,0,9300,9300,0,2012-06-27,,,8400,8400,,
359,233 DARTMOUTH COLLEGE HY,402/  61/  /  / ,402,61,,  1513/0393,227500,227500,1.1,1010,SINGLE FAM MDL01,RD,1,2016,92400,135100,227500,0,1984-06-25,4500,1946-04-20,169100,169100,,
360,241 DARTMOUTH COLLEGE HY,402/  62/  /  / ,402,62,,  4202/0773,229900,229900,0.62,1010,SINGLE FAM MDL01,RD,1,2016,128100,101800,229900,0,2016-05-03,,,177900,177900,,
361,259 DARTMOUTH COLLEGE HY,402/  63/  /  / ,402,63,,  2292/0821,501200,712000,40,1010,SINGLE FAM MDL01,RD,1,2016,344600,367400,712000,4000,1998-01-14,218000,1987-08-10,435400,626700,,
363,5 SLOAN LN,402/  65/  /  / ,402,65,,  4298/0564,540600,540600,0.66,1010,SINGLE FAM MDL01,RD,1,2016,412500,128100,540600,497266,2017-07-18,214000,2009-03-03,423100,423100,,
364,7 SLOAN LN,402/  66/  /  / ,402,66,,  1149/0325,212700,212700,0.33,1010,SINGLE FAM MDL01,RD,1,2016,114400,98300,212700,0,,,,156200,156200,,
365,19 SLOAN LN,402/  67/  /  / ,402,67,,  2294/0557,802300,1047800,48.48,1090,MULTI HSES,RD,2,2016,544900,502900,1047800,0,1998-01-16,225000,1981-06-05,743000,964900,,
368,8 SLOAN LN,402/  70/  /  / ,402,70,,  3529/0108,354600,354600,0.51,1010,SINGLE FAM MDL01,RD,1,2016,242900,111700,354600,357666,2008-06-18,340000,2002-05-15,340500,340500,,
369,264 RIVER RD,402/  71/  /  / ,402,71,,  2238/0380,718000,923000,45.73,1010,SINGLE FAM MDL01,RD,1,2016,477100,445900,923000,90000,1997-02-04,,,695400,868700,,
